Suburb,Address,Rooms,Type,SalePrice,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,Price_per_SqM,TotalRooms
Airport West,Address 735,1.0,u,1741904.0,PI,Marshall,1/01/2016,2.8847885769398958,3179.0,1.0,3.0,2.0,262.4397629092056,87.24573941464774,1998.0,Yarra City Council,-37.94678706682419,144.74643813627486,Northern Metropolitan,8281.0,28.0,19965.490712633593,4.0
Airport West,Address 736,4.0,u,2786648.0,SP,Nelson,1/01/2016,8.848668346732556,3110.0,2.0,1.0,1.0,806.4159400430517,281.8595074653167,1963.0,Port Phillip City Council,-37.94418782978797,145.4146132520072,Western Metropolitan,5118.0,63.0,9886.656033211517,5.0
Altona North,Address 737,5.0,t,2712691.0,SP,Marshall,1/01/2016,9.46336277685229,3165.0,5.0,2.0,1.0,530.3374001421284,159.6355286110608,1913.0,Port Phillip City Council,-37.77109928915115,145.17938879415334,Northern Metropolitan,5511.0,113.0,16993.027953127243,7.0
Alphington,Address 738,3.0,t,1726223.0,SP,Ray,1/01/2016,7.895093931368281,3066.0,4.0,1.0,0.0,600.3519559334807,52.99937675484204,1916.0,Yarra City Council,-37.785150523828655,145.30551911255446,Northern Metropolitan,7738.0,110.0,32570.628292195754,4.0
Abbotsford,Address 739,4.0,t,1262865.0,VB,Nelson,1/01/2016,8.618366795182036,3151.0,4.0,1.0,3.0,758.8573625186508,144.5085467372721,1945.0,Moonee Valley City Council,-37.80649437057536,144.73279683022915,Southern Metropolitan,2112.0,81.0,8739.033285664327,5.0
Albert Park,Address 740,5.0,t,1482636.0,S,Marshall,1/01/2016,9.228299013547913,3140.0,4.0,2.0,1.0,819.184417404189,395.7089576458063,1939.0,Yarra City Council,-37.67058816165813,144.8348697403058,Northern Metropolitan,2859.0,87.0,3746.784022329581,7.0
Armadale,Address 741,3.0,t,1820841.0,SA,Ray,1/01/2016,16.58775166498601,3113.0,1.0,3.0,0.0,315.75426379973624,193.49226148012792,1997.0,Moonee Valley City Council,-37.5893509397615,144.50298364674538,Northern Metropolitan,6957.0,29.0,9410.407352063557,6.0
Altona North,Address 742,3.0,h,1441906.0,VB,Jellis,1/01/2016,6.980945993259328,3084.0,5.0,1.0,0.0,613.3331455670955,183.3316206127516,1946.0,Yarra City Council,-37.668571020025695,144.53005788097894,Southern Metropolitan,9114.0,80.0,7865.015294037653,4.0
Alphington,Address 743,1.0,u,742240.0,SA,Jellis,1/01/2016,18.340282664473637,3196.0,2.0,3.0,2.0,228.85915810173103,258.90443027479023,2010.0,Port Phillip City Council,-37.93646929751138,144.6856138269698,Southern Metropolitan,6972.0,16.0,2866.849359094465,4.0
Altona,Address 744,1.0,t,1453970.0,SP,Biggin,1/01/2016,18.93964357937895,3022.0,1.0,1.0,3.0,649.0556729270544,154.44052053647428,1901.0,Port Phillip City Council,-37.99682119644114,144.71359536481933,Northern Metropolitan,5769.0,125.0,9414.433433333419,2.0
Armadale,Address 745,5.0,h,866541.0,SP,Ray,1/01/2016,19.05322752675008,3005.0,2.0,3.0,2.0,980.2356632411456,207.73870134005065,1976.0,Moonee Valley City Council,-37.99030200839965,145.0759038722531,Northern Metropolitan,2553.0,50.0,4171.302672108005,8.0
Altona,Address 746,1.0,t,2552179.0,S,Marshall,1/01/2016,19.126517069859645,3007.0,3.0,2.0,3.0,347.3993482921786,380.4145792577431,1985.0,Port Phillip City Council,-37.79757479329109,144.73727758454507,Western Metropolitan,4338.0,41.0,6708.94108469701,3.0
Albert Park,Address 747,2.0,t,2017360.0,S,Jellis,1/01/2016,17.984542808974698,3147.0,5.0,2.0,0.0,828.2162463244302,293.7877361450652,1901.0,Moonee Valley City Council,-37.80404532367864,144.85726636327607,Southern Metropolitan,1920.0,125.0,6866.726387121473,4.0
Alphington,Address 748,2.0,t,2017204.0,PI,Nelson,1/01/2016,10.921093410030604,3198.0,5.0,1.0,3.0,683.4079722440738,233.97799114137916,1960.0,Yarra City Council,-37.58972617912703,145.26782262598186,Northern Metropolitan,8552.0,66.0,8621.340794319078,3.0
Albert Park,Address 749,2.0,u,777692.0,PI,Jellis,1/01/2016,18.531378346711755,3053.0,2.0,3.0,2.0,501.7344281999348,253.44048242097256,1958.0,Port Phillip City Council,-37.58661739475927,145.24509284358336,Northern Metropolitan,5953.0,68.0,3068.538982293402,5.0
Abbotsford,Address 750,5.0,u,2127698.0,SA,Biggin,1/01/2016,2.391109654520631,3070.0,5.0,3.0,3.0,104.07832994078711,272.900304148423,1942.0,Port Phillip City Council,-37.686496067646544,145.2587563427942,Western Metropolitan,5863.0,84.0,7796.612783702884,8.0
Altona,Address 751,5.0,u,1052816.0,PI,Nelson,1/01/2016,2.684377797229757,3158.0,5.0,2.0,3.0,927.7752355247314,57.93762663924542,1980.0,Port Phillip City Council,-37.91129905637927,144.7432033390113,Southern Metropolitan,6525.0,46.0,18171.541726337306,7.0
Albert Park,Address 752,5.0,u,2547777.0,SA,Ray,1/01/2016,10.576344454615867,3055.0,3.0,2.0,2.0,620.9983372217447,100.33465287117062,1978.0,Port Phillip City Council,-37.62969896602838,145.34673279953478,Northern Metropolitan,9697.0,48.0,25392.792291526017,7.0
Ashwood,Address 753,3.0,t,2063027.0,S,Marshall,1/01/2016,19.781448462446694,3138.0,1.0,1.0,0.0,982.9835999252276,237.63718399994085,1960.0,Moonee Valley City Council,-37.98884375313596,145.10437357661277,Southern Metropolitan,4273.0,66.0,8681.414942202453,4.0
Ascot Vale,Address 754,3.0,t,707113.0,S,Ray,1/01/2016,12.13008869119275,3104.0,3.0,1.0,1.0,877.4849953475067,114.56714830172594,1931.0,Yarra City Council,-37.65200909144545,145.4714319713957,Northern Metropolitan,1677.0,95.0,6172.039807936351,4.0
Alphington,Address 755,4.0,u,923760.0,VB,Marshall,1/01/2016,2.6488205206382625,3122.0,5.0,3.0,2.0,252.1011605458079,253.2845879270353,1914.0,Moonee Valley City Council,-37.97529867886875,145.29543665847777,Western Metropolitan,7598.0,112.0,3647.122817698293,7.0
Ashburton,Address 756,4.0,u,1974866.0,PI,Jellis,1/01/2016,7.446576226215635,3151.0,4.0,2.0,2.0,941.176033281792,371.9512386289062,1959.0,Moonee Valley City Council,-37.52400483543735,144.77080095950365,Northern Metropolitan,1816.0,67.0,5309.475530394223,6.0
Ascot Vale,Address 757,2.0,t,1717372.0,VB,Jellis,1/01/2016,5.163575874411711,3144.0,2.0,2.0,1.0,665.9683044402198,210.8473534865586,1902.0,Port Phillip City Council,-37.91493662273561,145.121805390856,Western Metropolitan,2432.0,124.0,8145.096305937183,4.0
Altona,Address 758,2.0,t,526214.0,S,Nelson,1/01/2016,13.719580366233185,3064.0,2.0,2.0,3.0,147.98652366012487,182.3465111836971,1936.0,Port Phillip City Council,-37.8034743898897,145.06632604498682,Western Metropolitan,1647.0,90.0,2885.791434034559,4.0
Altona North,Address 759,1.0,h,1581073.0,SP,Ray,1/01/2016,17.8598994209256,3145.0,5.0,2.0,2.0,695.18693460994,244.3306980644708,1923.0,Moonee Valley City Council,-37.90236638156315,145.2623251231346,Northern Metropolitan,4017.0,103.0,6471.037051524353,3.0
Albert Park,Address 760,1.0,h,1518075.0,PI,Ray,1/01/2016,19.149161419630506,3118.0,2.0,2.0,2.0,828.9241524481979,392.85487535771455,1962.0,Moonee Valley City Council,-37.969170452616645,144.54102923600087,Northern Metropolitan,8661.0,64.0,3864.213212621365,3.0
Ashwood,Address 761,4.0,t,2279439.0,S,Ray,1/01/2016,15.939655412725164,3189.0,1.0,3.0,3.0,392.5747523862197,218.88619665899355,1938.0,Yarra City Council,-37.957619192805375,145.14623485541298,Northern Metropolitan,8785.0,88.0,10413.808795586941,7.0
Armadale,Address 762,5.0,h,1155849.0,SP,Nelson,1/01/2016,2.239330876815443,3130.0,4.0,1.0,3.0,777.1526586474318,261.1503682282976,1960.0,Port Phillip City Council,-37.66927667614269,145.15246413321233,Western Metropolitan,6290.0,66.0,4425.99031294322,6.0
Armadale,Address 763,3.0,u,1531210.0,SP,Biggin,1/01/2016,10.535558236149503,3043.0,3.0,2.0,3.0,728.3179642648377,181.42858217031983,1900.0,Port Phillip City Council,-37.758600917907486,145.48935732480123,Western Metropolitan,6700.0,126.0,8439.739657792976,5.0
Alphington,Address 764,1.0,h,2364046.0,S,Nelson,1/01/2016,6.520297317255123,3161.0,3.0,2.0,2.0,387.444369883153,278.1941427068775,1937.0,Moonee Valley City Council,-37.50347507196948,145.09303397801096,Southern Metropolitan,6238.0,89.0,8497.82808867728,3.0
Abbotsford,Address 765,2.0,u,516621.0,S,Biggin,1/01/2016,13.302455746689636,3003.0,5.0,2.0,1.0,772.209471720347,264.7710161720271,1988.0,Port Phillip City Council,-37.68936397479367,145.354812673839,Northern Metropolitan,6563.0,38.0,1951.199219118232,4.0
Altona,Address 766,5.0,h,2450585.0,PI,Nelson,1/01/2016,12.753870959355872,3169.0,1.0,1.0,3.0,158.36676590166397,327.1442762939127,1972.0,Port Phillip City Council,-37.95973280264213,144.76912140048822,Western Metropolitan,8600.0,54.0,7490.838683658789,6.0
Albert Park,Address 767,3.0,h,2282340.0,S,Jellis,1/01/2016,2.2101306624928263,3055.0,3.0,2.0,0.0,599.5985612508825,61.52995510663125,1950.0,Yarra City Council,-37.95893589502033,145.04249075241634,Northern Metropolitan,8881.0,76.0,37093.15236854489,5.0
Ashburton,Address 768,5.0,h,883556.0,S,Marshall,1/01/2016,13.721232690766724,3151.0,4.0,1.0,3.0,930.4782929600512,255.9123089490756,1929.0,Yarra City Council,-37.50946216506834,144.9592150397594,Western Metropolitan,7212.0,97.0,3452.5732803880887,6.0
Altona,Address 769,3.0,t,1280264.0,SP,Biggin,1/01/2016,5.402269699549101,3100.0,4.0,2.0,0.0,856.5755268593944,320.5009012310852,1946.0,Yarra City Council,-37.70713492769307,145.1535299293064,Northern Metropolitan,7396.0,80.0,3994.572230787312,5.0
Albert Park,Address 770,2.0,h,2977214.0,PI,Biggin,1/01/2016,18.18072310095095,3153.0,2.0,2.0,3.0,952.7028126087688,304.76767397237074,1973.0,Yarra City Council,-37.88831413283603,144.5856899713472,Southern Metropolitan,4078.0,53.0,9768.798511977044,4.0
Ashburton,Address 771,4.0,u,800500.0,S,Nelson,1/01/2016,5.472720024981518,3068.0,4.0,1.0,0.0,312.00399062392705,283.9236481765296,1992.0,Moonee Valley City Council,-37.61882918180203,144.78661298587502,Southern Metropolitan,9741.0,34.0,2819.419957235436,5.0
Ascot Vale,Address 772,1.0,h,2643776.0,SA,Nelson,1/01/2016,13.836042119496302,3131.0,5.0,3.0,1.0,995.3229544472534,271.75618935295404,1969.0,Yarra City Council,-37.802200229933874,145.2209327648835,Southern Metropolitan,6147.0,57.0,9728.484956661987,4.0
Armadale,Address 773,5.0,t,2528589.0,VB,Biggin,1/01/2016,15.807415504165265,3022.0,5.0,2.0,0.0,878.242985369749,199.41995955190208,1978.0,Moonee Valley City Council,-37.73262217155759,144.9645968992514,Northern Metropolitan,5150.0,48.0,12679.718748723826,7.0
Ashburton,Address 774,4.0,u,649578.0,S,Biggin,1/01/2016,15.360533698058855,3023.0,1.0,2.0,3.0,258.39704360413225,103.83538234885,1925.0,Moonee Valley City Council,-37.62669563655549,145.29998826486255,Northern Metropolitan,5417.0,101.0,6255.8444463338,6.0
Altona,Address 775,2.0,h,1944076.0,VB,Marshall,1/01/2016,3.2916823112462774,3170.0,1.0,1.0,0.0,614.9873659074575,83.63387898512526,2001.0,Yarra City Council,-37.78489600807123,144.77317484096565,Western Metropolitan,2843.0,25.0,23245.07751632283,3.0
Armadale,Address 776,5.0,h,975182.0,PI,Marshall,1/01/2016,10.676458463517571,3038.0,3.0,3.0,1.0,233.45154060670987,207.4763489945434,2010.0,Moonee Valley City Council,-37.96686021374659,144.5238425827021,Northern Metropolitan,2604.0,16.0,4700.2080223883595,8.0
Ashwood,Address 777,4.0,t,1415063.0,SA,Marshall,1/01/2016,10.477982497685815,3171.0,3.0,2.0,3.0,602.5096472175255,359.30201495326696,1900.0,Yarra City Council,-37.66429392007141,144.55789468606184,Northern Metropolitan,4623.0,126.0,3938.3664469125,6.0
Ashwood,Address 778,3.0,h,2490367.0,SP,Ray,1/01/2016,8.722796489123644,3109.0,1.0,3.0,1.0,696.8478243193736,174.0661502449655,1988.0,Yarra City Council,-37.60629367440615,145.1569039576797,Southern Metropolitan,3931.0,38.0,14307.014870468927,6.0
Altona,Address 779,5.0,h,2118463.0,S,Nelson,1/01/2016,14.434929126193126,3041.0,5.0,1.0,2.0,175.64819156873455,126.93649604895442,1945.0,Yarra City Council,-37.734571220285865,145.2385624356559,Southern Metropolitan,7180.0,81.0,16689.156120892072,6.0
Ascot Vale,Address 780,2.0,u,655100.0,VB,Ray,1/01/2016,15.32796281542486,3142.0,1.0,2.0,2.0,894.0760562686863,352.9319135714484,1939.0,Yarra City Council,-37.73067874473484,144.50232591048405,Western Metropolitan,3865.0,87.0,1856.165381506028,4.0
Ashwood,Address 781,5.0,t,1910181.0,S,Jellis,1/01/2016,19.762443922346527,3089.0,2.0,2.0,0.0,972.1606180046268,217.9030104112005,1989.0,Moonee Valley City Council,-37.873098315611664,144.55988045274918,Western Metropolitan,1980.0,37.0,8766.198302608738,7.0
Armadale,Address 782,5.0,h,756130.0,SP,Ray,1/01/2016,8.653893683031331,3040.0,3.0,2.0,2.0,285.10821791605474,188.694584653722,1941.0,Port Phillip City Council,-37.52554165004264,144.6412671072799,Western Metropolitan,4059.0,85.0,4007.1632229806305,7.0
Alphington,Address 783,5.0,t,634857.0,VB,Marshall,1/01/2016,3.925296624574464,3007.0,2.0,1.0,1.0,876.6476895533377,127.17101186752582,1921.0,Yarra City Council,-37.71259567235972,145.27631644583434,Northern Metropolitan,9922.0,105.0,4992.1518330083845,6.0
Albert Park,Address 784,4.0,h,1867506.0,SP,Marshall,1/01/2016,12.71851071820429,3102.0,5.0,3.0,1.0,636.1402884027887,310.9192807177685,1960.0,Port Phillip City Council,-37.80543587725651,145.34822848402322,Western Metropolitan,9857.0,66.0,6006.40139038272,7.0
Airport West,Address 785,5.0,h,2250995.0,PI,Marshall,1/01/2016,16.927027664029175,3079.0,4.0,1.0,2.0,464.2953562329568,391.9000148132032,2019.0,Yarra City Council,-37.90147497477566,145.35295975334088,Northern Metropolitan,5611.0,7.0,5743.799221525734,6.0
Airport West,Address 786,2.0,u,2039591.0,SA,Biggin,1/01/2016,14.65517751808502,3016.0,1.0,3.0,2.0,397.4571555366164,103.2080072998194,1993.0,Port Phillip City Council,-37.67974123240247,145.44461589769892,Western Metropolitan,9029.0,33.0,19761.945350567476,5.0
Albert Park,Address 787,1.0,t,607256.0,SP,Biggin,1/01/2016,8.835245962761764,3167.0,4.0,2.0,1.0,276.9174897015512,238.8582086878324,1991.0,Yarra City Council,-37.951822034309615,145.26611286354344,Southern Metropolitan,1662.0,35.0,2542.328368516037,3.0
Armadale,Address 788,3.0,t,1022017.0,PI,Marshall,1/01/2016,3.551273865506352,3138.0,1.0,3.0,0.0,351.12751535690865,50.37988292246159,2006.0,Port Phillip City Council,-37.97097203133783,144.92510986971718,Western Metropolitan,6578.0,20.0,20286.21228780862,6.0
Ascot Vale,Address 789,1.0,h,1007251.0,SA,Marshall,1/01/2016,19.183347759822137,3082.0,1.0,1.0,3.0,744.4960256324111,61.585687707649015,1946.0,Moonee Valley City Council,-37.88704554064147,145.30759391655263,Southern Metropolitan,5315.0,80.0,16355.27729724285,2.0
Ascot Vale,Address 790,2.0,u,1696755.0,S,Marshall,1/01/2016,4.332334099863287,3114.0,3.0,2.0,0.0,521.1708194926885,255.2739783155056,1933.0,Moonee Valley City Council,-37.69058986472261,144.71703942932646,Western Metropolitan,8737.0,93.0,6646.799690264151,4.0
Alphington,Address 791,3.0,t,2270750.0,SP,Nelson,1/01/2016,2.309561854466092,3063.0,4.0,2.0,1.0,744.0667457958417,230.00900101117503,1980.0,Moonee Valley City Council,-37.65736731499924,144.6126739921743,Southern Metropolitan,5944.0,46.0,9872.43973069417,5.0
Airport West,Address 792,4.0,h,1654856.0,SP,Nelson,1/01/2016,11.42953258032727,3085.0,5.0,1.0,0.0,421.42034724896087,359.7924842679116,1914.0,Moonee Valley City Council,-37.59120595778118,144.74576065742,Northern Metropolitan,8544.0,112.0,4599.473508645466,5.0
Alphington,Address 793,5.0,t,1999698.0,VB,Jellis,1/01/2016,14.87850278353458,3094.0,4.0,1.0,0.0,523.2760944729467,350.0727025749517,1970.0,Port Phillip City Council,-37.93990638779608,145.3663930793459,Northern Metropolitan,5576.0,56.0,5712.236302034599,6.0
Armadale,Address 794,3.0,t,2402002.0,VB,Biggin,1/01/2016,19.464099045188465,3056.0,3.0,1.0,2.0,181.14722427005452,256.5923716781052,1925.0,Yarra City Council,-37.52738436991746,144.52488263225464,Northern Metropolitan,7598.0,101.0,9361.159041054067,4.0
Alphington,Address 795,3.0,h,2683441.0,SA,Nelson,1/01/2016,7.956247107246002,3096.0,3.0,1.0,1.0,532.9504206336501,207.67804559350492,1905.0,Yarra City Council,-37.69898607825061,145.3177831482025,Southern Metropolitan,9664.0,121.0,12921.158769244137,4.0
Ashburton,Address 796,4.0,u,2085088.0,SA,Nelson,1/01/2016,3.360288658938301,3015.0,5.0,1.0,3.0,973.8027356003544,124.88579794147292,1976.0,Moonee Valley City Council,-37.5288652206134,144.79843979449018,Southern Metropolitan,5713.0,50.0,16695.957701909112,5.0
Ashwood,Address 797,3.0,h,2988085.0,SA,Jellis,1/01/2016,3.277676300076505,3191.0,1.0,2.0,0.0,964.9068047955884,347.15198128301057,2000.0,Moonee Valley City Council,-37.5212400014376,144.54057322435446,Southern Metropolitan,2224.0,26.0,8607.426029822966,5.0
Ashburton,Address 798,3.0,h,1544158.0,SA,Nelson,1/01/2016,9.08301213869692,3177.0,3.0,2.0,2.0,182.29130586764603,292.1915062590165,1913.0,Yarra City Council,-37.634813488941234,144.55395529052663,Southern Metropolitan,1686.0,113.0,5284.74636299374,5.0
Ashburton,Address 799,2.0,t,1364878.0,PI,Nelson,1/01/2016,10.276317958113646,3022.0,5.0,2.0,0.0,812.7609770417132,112.73736246303496,1969.0,Yarra City Council,-37.9799110095704,144.7496397697963,Southern Metropolitan,6269.0,57.0,12106.705090315776,4.0
Airport West,Address 800,4.0,u,1405429.0,PI,Ray,1/01/2016,12.863681416266363,3014.0,4.0,1.0,2.0,993.5455961096606,263.73321245873603,1992.0,Port Phillip City Council,-37.59416975161309,145.21383730841185,Northern Metropolitan,2736.0,34.0,5328.979944912683,5.0
Altona North,Address 801,2.0,h,2697162.0,SP,Ray,1/01/2016,8.865661374363842,3035.0,4.0,3.0,1.0,236.9581436234335,277.7745693571129,2011.0,Port Phillip City Council,-37.88259104681689,144.78238418420165,Southern Metropolitan,9795.0,15.0,9709.895352344049,5.0
Albert Park,Address 802,1.0,t,535561.0,SA,Marshall,1/01/2016,15.42377053153771,3086.0,2.0,1.0,2.0,847.1149962006541,174.89457169987168,1942.0,Yarra City Council,-37.69147113740825,145.17431709999687,Northern Metropolitan,6512.0,84.0,3062.193381959567,2.0
Altona,Address 803,5.0,t,2316636.0,SA,Ray,1/01/2016,9.528063582231262,3085.0,5.0,3.0,3.0,821.0815742141592,362.0088613369745,1959.0,Port Phillip City Council,-37.98190666967202,145.41123883142356,Northern Metropolitan,3204.0,67.0,6399.390311729327,8.0
Alphington,Address 804,3.0,u,1015666.0,PI,Nelson,1/01/2016,13.414621917600876,3167.0,5.0,3.0,3.0,110.31504100827132,399.817413939453,1974.0,Moonee Valley City Council,-37.717917651085,144.9642835263412,Northern Metropolitan,3740.0,52.0,2540.324569639203,6.0
Altona,Address 805,1.0,h,1938431.0,VB,Jellis,1/01/2016,11.28625850920299,3128.0,4.0,2.0,0.0,599.8275710370829,321.31077548947786,1944.0,Yarra City Council,-37.54156262978029,144.92125224535627,Western Metropolitan,8145.0,82.0,6032.885131371758,3.0
Airport West,Address 806,1.0,h,1330703.0,PI,Biggin,1/01/2016,19.432536236384912,3163.0,4.0,1.0,3.0,930.1257640773598,245.5014850916151,1957.0,Port Phillip City Council,-37.99728576865679,145.29425034854012,Western Metropolitan,4533.0,69.0,5420.34602969271,2.0
Alphington,Address 807,4.0,t,751336.0,PI,Jellis,1/01/2016,3.7675378310484655,3108.0,2.0,2.0,1.0,199.19647469599735,270.6083769371757,2007.0,Yarra City Council,-37.80895714825617,144.70597992868653,Southern Metropolitan,4624.0,19.0,2776.469851021758,6.0
Armadale,Address 808,4.0,u,1372484.0,PI,Ray,1/01/2016,3.693560222561393,3195.0,4.0,2.0,2.0,156.77547805009883,198.15613675146295,1918.0,Port Phillip City Council,-37.80465236380596,145.32925699008032,Northern Metropolitan,4623.0,108.0,6926.2755244438185,6.0
Abbotsford,Address 809,2.0,h,2761730.0,VB,Marshall,1/01/2016,2.550394703559079,3105.0,2.0,2.0,3.0,908.7531129872492,388.0101855553299,2004.0,Port Phillip City Council,-37.833991184857815,145.23605884232006,Southern Metropolitan,2405.0,22.0,7117.673975613147,4.0
Alphington,Address 810,3.0,u,2094106.0,PI,Ray,1/01/2016,17.711581917367827,3057.0,2.0,3.0,2.0,195.1943543895277,71.29015377719062,1953.0,Port Phillip City Council,-37.51923892989375,145.0196343238135,Western Metropolitan,5004.0,73.0,29374.407110200566,6.0
Armadale,Address 811,5.0,u,2028628.0,PI,Ray,1/01/2016,6.297191982733765,3133.0,5.0,3.0,2.0,274.963831152946,391.4958293550791,1996.0,Yarra City Council,-37.81943484396397,145.24264127119534,Western Metropolitan,5649.0,30.0,5181.735916170064,8.0
Albert Park,Address 812,3.0,t,1581610.0,SA,Jellis,1/01/2016,3.1678719105481665,3036.0,2.0,1.0,3.0,166.2461127374585,116.1785502494244,1995.0,Moonee Valley City Council,-37.93775029396952,144.57426943038124,Northern Metropolitan,6478.0,31.0,13613.614532152727,4.0
Ashburton,Address 813,4.0,t,1114695.0,S,Ray,1/01/2016,14.651172326152132,3068.0,1.0,1.0,2.0,215.3837895994713,377.0922008811931,1985.0,Yarra City Council,-37.67717427372986,145.46679056732083,Western Metropolitan,5519.0,41.0,2956.027723180614,5.0
Ashwood,Address 814,1.0,t,805840.0,PI,Ray,1/01/2016,10.513760828120084,3000.0,3.0,2.0,2.0,397.636902138146,323.48822713886176,2003.0,Port Phillip City Council,-37.61225287648357,144.89033525196106,Southern Metropolitan,4287.0,23.0,2491.0952931034553,3.0
Altona North,Address 815,2.0,h,959618.0,SA,Marshall,1/01/2016,19.805155643821795,3002.0,2.0,2.0,1.0,816.2506349563106,60.362399174628464,1934.0,Yarra City Council,-37.91448996683948,145.42481275157365,Western Metropolitan,2894.0,92.0,15897.611975690768,4.0
Ascot Vale,Address 816,1.0,u,2206429.0,SP,Biggin,1/01/2016,14.17710026438968,3076.0,3.0,1.0,2.0,858.5621157101218,354.4695130031146,2018.0,Moonee Valley City Council,-37.73211492840292,145.16523146126863,Southern Metropolitan,4116.0,8.0,6224.594553440799,2.0
Ascot Vale,Address 817,3.0,t,2970817.0,VB,Jellis,1/01/2016,16.949228209521078,3022.0,3.0,2.0,0.0,449.4270301978856,390.005330598224,1997.0,Moonee Valley City Council,-37.80833016836216,145.26622170723147,Southern Metropolitan,6889.0,29.0,7617.37537136506,5.0
Altona North,Address 818,3.0,u,1873380.0,SP,Marshall,1/01/2016,12.8868304713874,3120.0,5.0,1.0,2.0,440.1389372786154,115.1301310835934,1946.0,Moonee Valley City Council,-37.553570342006445,144.54348966014334,Northern Metropolitan,7937.0,80.0,16271.848058956703,4.0
Armadale,Address 819,4.0,u,2886583.0,S,Jellis,1/01/2016,17.811777604531766,3106.0,1.0,1.0,1.0,364.4703473206673,250.9466598538069,2008.0,Moonee Valley City Council,-37.59348928933931,145.1907178117404,Southern Metropolitan,9239.0,18.0,11502.7751382769,5.0
Ashburton,Address 820,1.0,u,611926.0,S,Biggin,1/01/2016,10.014006401811647,3042.0,4.0,3.0,0.0,677.3920640199453,264.69760204285546,1924.0,Port Phillip City Council,-37.77547943969456,145.38123000367756,Southern Metropolitan,1637.0,102.0,2311.7927600300927,4.0
Altona,Address 821,3.0,u,2661545.0,PI,Jellis,1/01/2016,19.21493700743448,3138.0,1.0,3.0,1.0,816.5799554573374,57.52664800717624,1920.0,Yarra City Council,-37.91637764917694,145.37109231441875,Southern Metropolitan,1035.0,106.0,46266.297310908536,6.0
Albert Park,Address 822,3.0,u,1405075.0,PI,Biggin,1/01/2016,3.770810105839737,3168.0,4.0,3.0,2.0,318.8559885922359,185.74230932681675,1966.0,Moonee Valley City Council,-37.99736637524401,144.55390526002256,Western Metropolitan,8633.0,60.0,7564.646983729198,6.0
Albert Park,Address 823,5.0,u,1061227.0,SA,Nelson,1/01/2016,10.926989188846036,3060.0,5.0,2.0,1.0,379.18475290683176,83.80958146953954,1943.0,Port Phillip City Council,-37.64599496773155,145.36207069556264,Western Metropolitan,9783.0,83.0,12662.358902074953,7.0
Ashwood,Address 824,1.0,h,2894434.0,S,Nelson,1/01/2016,8.831419285935677,3178.0,4.0,1.0,2.0,719.7996451189247,129.24162812948435,2012.0,Yarra City Council,-37.92910642512112,144.64871834580572,Western Metropolitan,6621.0,14.0,22395.524119366015,2.0
Albert Park,Address 825,2.0,t,1036446.0,VB,Nelson,1/01/2016,6.29831735514613,3026.0,3.0,1.0,3.0,801.0300766427968,262.5179548427698,1929.0,Yarra City Council,-37.86923918427922,145.12163220984775,Southern Metropolitan,3639.0,97.0,3948.095666906897,3.0
Abbotsford,Address 826,2.0,t,676399.0,SA,Biggin,1/01/2016,19.370899751427224,3023.0,5.0,1.0,3.0,611.70327532803,215.31450950441769,1957.0,Moonee Valley City Council,-37.620422196961215,144.50747026067316,Northern Metropolitan,4015.0,69.0,3141.4464429584673,3.0
Ashburton,Address 827,1.0,h,2935385.0,SA,Nelson,1/01/2016,2.786524588966168,3070.0,2.0,3.0,1.0,548.323582722782,97.76737571993178,1954.0,Yarra City Council,-37.89822093054451,144.7328202966735,Southern Metropolitan,2351.0,72.0,30024.17706709054,4.0
Altona,Address 828,4.0,h,2806858.0,SP,Jellis,1/01/2016,9.76926324733858,3001.0,4.0,3.0,1.0,639.7400705286657,111.33665678809813,1949.0,Port Phillip City Council,-37.60328302458212,144.54749588309764,Northern Metropolitan,3897.0,77.0,25210.546831329433,7.0
Altona,Address 829,1.0,t,2297110.0,SA,Marshall,1/01/2016,14.609649693369525,3030.0,3.0,2.0,2.0,668.3249074555284,99.934288283157,1973.0,Port Phillip City Council,-37.60548885057567,145.17263848739643,Western Metropolitan,8845.0,53.0,22986.20462969922,3.0
Airport West,Address 830,5.0,h,1166256.0,VB,Nelson,1/01/2016,7.561372536962993,3192.0,5.0,1.0,2.0,936.1298843250564,200.961850557236,1936.0,Yarra City Council,-37.53940011281251,144.97678916014317,Western Metropolitan,9526.0,90.0,5803.37012605205,6.0
Abbotsford,Address 831,1.0,h,1726252.0,VB,Ray,1/01/2016,2.462756499789121,3033.0,4.0,3.0,2.0,939.5013389925128,231.3562169073544,1985.0,Port Phillip City Council,-37.9884682265936,144.85482946447937,Southern Metropolitan,4565.0,41.0,7461.446349164977,4.0
Airport West,Address 832,5.0,u,934117.0,SA,Nelson,1/01/2016,12.161263405998206,3105.0,3.0,1.0,2.0,688.9593319384926,236.085296603403,1995.0,Moonee Valley City Council,-37.59949716392229,144.98289512272902,Western Metropolitan,6933.0,31.0,3956.692828563621,6.0
